#NSGA2
popsize 40
maxGen 60
numVar 6
numObj 2
numCons 3
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 60
currentGen	1
evaluateCount	40
totalTime	7.60768
firstFrontCount	40
frontCount	1
avgEvalTime	1.28454
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Cons1	Cons2	Cons3	
694127	498.26	0.33359	1.59942	0.424803	43585.1	100000	100000	1	1	1	
235175	362.023	0.347565	0.289278	0.72374	46724	100000	100000	1	1	1	
633755	174.173	0.535257	1.57941	0.424803	37431.9	100000	100000	1	1	1	
852142	622.581	0.623521	2	0.377296	44274.5	100000	100000	1	1	1	
681554	502.868	0.612597	1.01937	0.361657	45224.7	100000	100000	1	1	1	
620384	220.901	0.01	0.862626	0.306304	39567.2	100000	100000	1	1	1	
641036	814.61	0.251445	0.91671	0.415544	28786.8	100000	100000	1	1	1	
306948	535.813	0.306263	0.952103	0.522354	38751.8	100000	100000	1	1	1	
567141	706.835	0.326842	1.03079	0.439514	23039.5	100000	100000	1	1	1	
795745	414.392	0.559683	1.66725	1	31589.6	100000	100000	1	1	1	
667397	903.543	0.218057	1.1809	0.61836	38751.8	100000	100000	1	1	1	
595405	957.983	0.306263	1.01421	0.543326	38751.8	100000	100000	1	1	1	
245617	537.677	0.421347	0.11929	0.87861	16652.3	100000	100000	1	1	1	
867988	174.878	0.417612	1.54723	0.769519	46741.1	100000	100000	1	1	1	
504683	779.92	0.347831	0.99882	0.468023	42684.4	100000	100000	1	1	1	
643565	151.591	0.228634	1.00673	0.544776	20226.5	100000	100000	1	1	1	
444211	128.166	0.243618	0.758937	0.147224	27600.5	100000	100000	1	1	1	
697809	104.988	0.500571	1.151	0.439047	31377.2	100000	100000	1	1	1	
419224	128.166	0.137598	0.925635	0.147224	31288.7	100000	100000	1	1	1	
629543	143.907	0.63683	0.833038	0.691447	14246.3	100000	100000	1	1	1	
691527	10	0.430679	1.30328	0.642584	29773.8	100000	100000	1	1	1	
108479	909.988	0.322095	0.767375	0.543326	38751.8	100000	100000	1	1	1	
691527	220.987	0.44651	1.51586	0.66551	21975.8	100000	100000	1	1	1	



#Generation 7 / 60
currentGen	7
evaluateCount	280
totalTime	20.3514
firstFrontCount	40
frontCount	1
avgEvalTime	0.274942
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Cons1	Cons2	Cons3	
245617	537.677	0.421347	0.140516	0.87861	16652.3	100000	100000	1	1	1	
659090	578.099	0.468856	0.666027	0.143919	31333.6	100000	100000	1	1	1	
444211	128.166	0.243618	1.04044	0.162291	24943.6	100000	100000	1	1	1	
814223	371.533	0.44654	1.4859	0.643312	40558.8	100000	100000	1	1	1	
694127	498.26	0.33359	0.957142	0.301851	40198.9	100000	100000	1	1	1	
513268	325.023	0.0793632	1.40493	0.416693	44923	100000	100000	1	1	1	
554664	316.13	0.185158	1.36493	0.609428	27302.7	100000	100000	1	1	1	
872492	451.387	0.574371	1.53062	0.754601	16652.3	100000	100000	1	1	1	
578011	508.53	0.533468	0.923223	0.810477	37615.7	100000	100000	1	1	1	
691527	193.907	0.705883	1.30328	0.584424	34536.9	100000	100000	1	1	1	
620384	220.901	0.0526385	0.862626	0.33338	36081.6	100000	100000	1	1	1	
643565	10	0.174949	0.916173	0.544776	33966.8	100000	100000	1	1	1	
759160	112.676	0.0636856	0.953186	0.306304	25827	100000	100000	1	1	1	
756881	10	0.430679	1.30328	0.813696	29773.8	100000	100000	1	1	1	
108479	909.988	0.501934	0.767375	0.543326	40818.6	100000	100000	1	1	1	
341147	535.813	0.461252	0.952103	0.522354	34801.1	100000	100000	1	1	1	
331068	740.651	0.435249	0.773159	0.583371	37276.4	100000	100000	1	1	1	
608263	169.617	0.109543	1.3854	0.510361	38421.1	100000	100000	1	1	1	
867988	217.625	0.417612	1.70866	0.769519	50000	100000	100000	1	1	1	
419224	58.7212	0.381515	0.758937	0.182124	44538.3	100000	100000	1	1	1	
814223	371.533	0.373871	0.843623	0.531605	31120.1	100000	100000	1	1	1	
667397	1000	0.319382	1.35716	0.5117	38751.8	100000	100000	1	1	1	
595405	957.983	0.231297	0.73386	0.543326	37316.8	100000	100000	1	1	1	
624722	392.756	0.219083	1.03	0.306304	37270.4	100000	100000	1	1	1	
639227	151.591	0.01	0.710356	0.458599	20226.5	100000	100000	1	1	1	
444211	255.706	0.243618	0.758937	0.148645	27600.5	100000	100000	1	1	1	
365932	839.924	0.216499	0.868799	0.147076	36724.1	100000	100000	1	1	1	
620384	802.129	0.309798	0.862626	0.306304	39567.2	100000	100000	1	1	1	
663651	329.282	0.0796034	1.36471	0.524083	38751.8	100000	100000	1	1	1	
502091	498.802	0.306263	0.868799	0.12779	39462.5	100000	100000	1	1	1	
464188	978.636	0.612597	0.935375	0.361657	44698.7	100000	100000	1	1	1	
419224	128.166	0.159809	0.925635	0.221577	29588.4	100000	100000	1	1	1	
373909	692.862	0.287883	0.970063	0.195445	31185.1	100000	100000	1	1	1	
506064	374.877	0.0813476	0.744208	0.659654	16218.9	100000	100000	1	1	1	
373909	500.487	0.423159	0.887087	0.34354	30006.5	100000	100000	1	1	1	
659090	535.007	0.468856	0.995514	0.358184	28301.3	100000	100000	1	1	1	
595405	1000	0.306263	1.06241	0.370886	34620.7	100000	100000	1	1	1	
639964	369.498	0.195494	1.5477	0.454627	27302.7	100000	100000	1	1	1	
860923	174.878	0.232117	1.54723	0.712534	46741.1	100000	100000	1	1	1	
691527	220.987	0.44651	1.51586	0.66551	21975.8	100000	100000	1	1	1	



#Generation 8 / 60
currentGen	8
evaluateCount	320
totalTime	21.9845
firstFrontCount	40
frontCount	1
avgEvalTime	0.297781
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Cons1	Cons2	Cons3	
781949	288.41	0.195494	1.49061	0.454627	29051	100000	100000	1	1	1	
994008	262.973	0.417612	1.76652	0.772679	50000	100000	100000	1	1	1	
493187	463.182	0.533468	0.990992	0.757461	37615.7	100000	100000	1	1	1	
691527	240.342	0.44651	1.37316	0.66551	22549.1	100000	100000	1	1	1	
347234	105.76	0.159809	1.02948	0.178998	29015.1	100000	100000	1	1	1	
620384	10	0.0526385	0.862626	0.202124	36081.6	100000	100000	1	1	1	
643565	425.426	0.0998225	0.916173	0.475307	33966.8	100000	100000	1	1	1	
814223	248.048	0.44654	1.895	0.643312	38861.6	100000	100000	1	1	1	
608263	284.127	0.109543	1.59304	0.510361	40268.6	100000	100000	1	1	1	
331068	787.688	0.435249	0.899693	0.525875	34384.8	100000	100000	1	1	1	
639964	369.498	0.195494	1.63423	0.512123	29433.8	100000	100000	1	1	1	
444211	156.769	0.232793	0.699305	0.176075	38057.4	100000	100000	1	1	1	
432051	121.654	0.381515	1.04005	0.0812633	34081.4	100000	100000	1	1	1	
691527	531.979	0.705883	1.30328	0.584424	34536.9	100000	100000	1	1	1	
502091	160.729	0.318709	0.868799	0.12779	43825.7	100000	100000	1	1	1	
419224	58.7212	0.30367	1.67646	0.118711	43572.1	100000	100000	1	1	1	
663651	329.282	0.0622669	0.72675	0.524083	39718	100000	100000	1	1	1	
756881	10	0.497895	1.30328	0.756179	29773.8	100000	100000	1	1	1	
757625	329.282	0.0796034	1.36471	0.561417	38751.8	100000	100000	1	1	1	
639964	371.54	0.299211	1.71451	0.475961	27302.7	100000	100000	1	1	1	
814223	369.491	0.373871	0.755759	0.391548	31120.1	100000	100000	1	1	1	
691527	220.987	0.560764	1.51586	0.755955	10000	100000	100000	1	1	1	
245617	537.677	0.421347	0.1	0.788165	21525.9	100000	100000	1	1	1	
783635	824.921	0.574371	1.45828	0.754601	16652.3	100000	100000	1	1	1	
